90
417.65,FLLSFO,FLLSFO-55,FLL,SFO,6,5,0,55,435,55,4677.735743,B600,15,10,0
67.09,FLLEWR,FLLEWR-56,FLL,EWR,8,45,0,55,90,55,751.4597574,B800,12,5,0
43.15,FLLBWI,FLLBWI-57,FLL,BWI,5,10,0,55,65,55,483.2722953,B600,8,5,0
374.89,EWRPHX,EWRPHX-58,EWR,PHX,6,5,0,55,430,55,4198.786666,B600,15,5,0
209.47,EWRIAH,EWRIAH-59,EWR,IAH,8,35,0,55,250,55,2346.090648,B600,14,35,0
68.14,EWRCLT,EWRCLT-60,EWR,CLT,5,10,0,55,100,55,763.1492435,A100,8,40,0
335.24,DTWSAN,DTWSAN-61,DTW,SAN,5,10,0,55,385,55,3754.662073,A100,13,25,0
37.95,DTWMIA,DTWMIA-62,DTW,MIA,9,40,0,55,65,55,424.9923883,B600,12,35,0
43.72,DTWMDW,DTWMDW-63,DTW,MDW,6,5,0,55,70,55,489.6572877,B600,9,5,0
143.89,DFWTPA,DFWTPA-64,DFW,TPA,6,5,0,55,180,75,1611.597808,A100,11,15,0
92.01,DFWMDW,DFWMDW-65,DFW,MDW,7,0,0,55,115,75,1030.498435,B600,11,5,0
198.34,DFWDCA,DFWDCA-66,DFW,DCA,5,10,0,55,220,75,2221.425232,B600,11,0,0
175.97,DENSFO,DENSFO-67,DEN,SFO,8,35,0,55,215,55,1970.899814,B600,14,0,0
235.42,DENCLT,DENCLT-68,DEN,CLT,6,5,0,55,280,55,2636.65079,A100,13,30,0
334.14,DENBOS,DENBOS-69,DEN,BOS,5,10,0,55,350,55,3742.368451,A100,12,50,0
57.59,DCATPA,DCATPA-70,DCA,TPA,6,5,0,55,90,55,644.9905224,A100,9,25,0
346.85,DCASLC,DCASLC-71,DCA,SLC,7,0,0,55,365,55,3884.772325,A100,14,55,0
62.89,DCADTW,DCADTW-72,DCA,DTW,5,10,0,55,90,55,704.3459713,A100,8,30,0
308.42,CLTPHX,CLTPHX-73,CLT,PHX,5,10,0,55,360,75,3454.308182,A100,13,20,0
371.94,CLTLAX,CLTLAX-74,CLT,LAX,8,40,0,55,425,75,4165.768987,A300,17,55,0
56.95,CLTBNA,CLTBNA-75,CLT,BNA,6,5,0,55,80,75,637.7874447,A100,9,35,0
452.10,BWISEA,BWISEA-76,BWI,SEA,5,10,0,55,465,55,5063.543036,A100,15,40,0
28.93,BWIJFK,BWIJFK-77,BWI,JFK,10,20,0,55,50,55,324.0321996,B800,13,0,0
201.98,BWIDFW,BWIDFW-78,BWI,DFW,6,5,0,55,245,55,2262.14837,B600,13,5,0
509.57,BOSSFO,BOSSFO-79,BOS,SFO,5,10,0,55,575,55,5707.145754,B600,16,35,0
99.83,BOSMIA,BOSMIA-80,BOS,MIA,7,0,0,55,135,55,1118.103848,B600,11,5,0
31.81,BOSEWR,BOSEWR-81,BOS,EWR,7,55,0,55,60,55,356.2753208,B800,10,45,0
95.76,BNADCA,BNADCA-82,BNA,DCA,5,10,0,55,120,75,1072.534744,B600,9,20,0
56.95,BNACLT,BNACLT-83,BNA,CLT,7,25,0,55,90,75,637.7874447,A100,11,5,0
108.96,BNAAUS,BNAAUS-84,BNA,AUS,12,30,0,55,145,75,1220.374654,A100,17,5,0
200.08,AUSIAD,AUSIAD-85,AUS,IAD,6,5,0,55,220,55,2240.93305,B600,11,35,0
71.77,AUSDEN,AUSDEN-86,AUS,DEN,5,10,0,55,95,55,803.853221,A100,8,35,0
108.96,AUSBNA,AUSBNA-87,AUS,BNA,7,0,0,55,130,55,1220.374654,A100,11,0,0
34.90,ATLORD,ATLORD-88,ATL,ORD,7,0,0,55,55,55,390.8241681,B600,9,50,0
125.22,ATLDFW,ATLDFW-89,ATL,DFW,5,10,0,55,160,55,1402.428099,B600,9,40,0
200.77,ATLDEN,ATLDEN-90,ATL,DEN,6,5,0,55,220,55,2248.589087,A100,11,35,0
